TRANSACTIONID;ACCOUNTID;ACCOUNTTYPEID;CUSTOMERID;CUSTOMERTYPEID;PRODUCTID;PRODUCTCATEGORYID;PROFITCENTERID;VERSION;DATE;VALUE
140075;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190101;220,06
140076;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190201;2070,67
140077;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190301;550,17
140078;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190401;245,99
140079;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190501;1140,49
140080;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190601;257,17
140081;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190701;805,04
140082;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190801;793,87
140083;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190901;547,88
140084;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20191001;89,45
140085;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20191101;737,96
140086;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20191201;715,59
140087;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200101;245,98
140088;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200201;2314,52
140089;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200301;614,96
140090;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200401;1580,96
140091;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200501;2172,32
140092;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200601;663,76
140093;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200701;1580,96
140094;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200801;2172,32
140095;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200901;663,76
140096;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20201001;1580,96
140097;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20201101;2172,32
140098;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20201201;663,76
140099;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20210101;1580,96
140100;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20180401;210,25
140101;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20180501;3994,79
140102;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20180601;2195,96
140103;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20180701;3340,67
140104;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20180801;1518,49
140105;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20180901;1238,15
140106;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20181001;1728,74
140107;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20181101;2920,17
140108;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20181201;3784,54
140109;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190101;1541,84
140110;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190201;0
140111;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190301;934,46
140112;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190401;235,01
140113;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190501;4465,23
140114;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190601;2454,57
140115;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190701;3734,08
140116;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190801;1697,31
140117;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190901;1383,96
140118;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20191001;1932,32
140119;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20191101;3264,06
140120;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20191201;4230,22
140121;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200101;1723,42
140122;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200301;1044,5
140123;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200401;310,03
140124;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200501;3692,16
140125;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200601;1127,38
140126;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200701;310,03
140127;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200801;3692,16
140128;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200901;1127,38
140129;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20201001;310,03
140130;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20201101;3692,16
140131;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20201201;1127,38
140132;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20210101;310,03
140133;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20180401;9800,45
140134;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20180501;7743,87
140135;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20180601;7667,7
140136;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20180701;12542,54
140137;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20180801;8607,12
140138;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20180901;7997,77
140139;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20181001;7667,7
140140;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20181101;11806,24
140141;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20181201;1066,37
140142;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190101;2589,75
140143;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190201;5052,56
140144;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190301;10028,95
140145;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190401;10954,58
140146;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190501;8655,82
140147;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190601;8570,68
140148;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190701;14019,59
140149;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190801;9620,73
140150;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190901;8939,62
140151;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20191001;8570,68
140152;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20191101;13196,58
140153;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20191201;1191,95
140154;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200101;2894,73
140155;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200201;5647,57
140156;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200301;11210
140157;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200401;11180,53
140158;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200501;9955,27
140159;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200601;12099,48
140160;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200701;11180,53
140161;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200801;9955,27
140162;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200901;12099,48
140163;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20201001;11180,53
140164;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20201101;9955,27
140165;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20201201;12099,48
140166;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20210101;11180,53
140167;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180401;452,47
140168;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180501;1005,49
140169;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180601;821,14
140170;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180701;301,65
140171;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180801;418,95
140172;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180901;485,99
140173;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20181001;368,68
140174;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20181101;1290,36
140175;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20181201;418,96
140176;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190101;234,62
140177;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190201;854,66
140178;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190301;603,29
140179;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190401;505,75
140180;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190501;1123,9
140181;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190601;917,84
140182;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190701;337,17
140183;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190801;468,28
140184;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190901;543,22
140185;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20191001;412,1
140186;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20191101;1442,32
140187;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20191201;468,29
140188;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200101;262,25
140189;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200201;955,3
140190;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200301;674,33
140191;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200401;545,88
140192;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200501;1314,16
140193;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200601;727,84
140194;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200701;545,88
140195;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200801;1314,16
140196;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200901;727,84
140197;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20201001;545,88
140198;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20201101;1314,16
140199;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20201201;727,84
140200;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20210101;545,88
140201;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20180401;5934,42
140202;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20180501;8929,9
140203;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20180601;18594,53
140204;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20180701;31311,15
140205;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20180801;13451,36
140206;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20180901;4917,1
140207;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20181001;10625,45
140208;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20181101;6047,45
140209;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20181201;12603,59
140210;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190101;2825,92
140211;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190201;3334,58
140212;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190301;3334,59
140213;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190401;6633,28
140214;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190501;9981,51
140215;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190601;20784,28
140216;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190701;34998,46
140217;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190801;15035,44
140218;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190901;5496,15
140219;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20191001;11876,73
140220;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20191101;6759,62
140221;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20191201;14087,83
140222;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200101;3158,71
140223;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200201;3727,27
140224;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200301;3727,28
140225;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200401;13910,11
140226;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200501;9205,22
140227;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200601;4023,03
140228;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200701;13910,11
140229;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200801;9205,22
140230;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200901;4023,03
140231;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20201001;13910,11
140232;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20201101;9205,22
140233;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20201201;4023,03
140234;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20210101;13910,11
140235;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180401;5425,13
140236;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180501;8659,35
140237;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180601;1669,28
140238;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180701;1251,95
140239;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180801;2921,22
140240;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180901;3025,55
140241;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20181001;1982,26
140242;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20181101;6155,44
140243;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20181201;3547,2
140244;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190201;6155,44
140245;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190301;3218,78
140246;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190401;6064,01
140247;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190501;9679,1
140248;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190601;1865,86
140249;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190701;1399,39
140250;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190801;3265,24
140251;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190901;3381,85
140252;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20191001;2215,7
140253;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20191101;6880,32
140254;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20191201;3964,93
140255;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200101;0
140256;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200201;6880,32
140257;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200301;3597,83
140258;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200401;4919,65
140259;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200501;8154,49
140260;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200601;3883,31
140261;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200701;4919,65
140262;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200801;8154,49
140263;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200901;3883,31
140264;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20201001;4919,65
140265;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20201101;8154,49
140266;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20201201;3883,31
140267;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20210101;4919,65
140268;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20180401;1006,12
140269;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20180501;3144,12
140270;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20180601;1603,51
140271;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20180701;1226,21
140272;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20180801;1855,03
140273;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20180901;1069
140274;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20181001;1855,03
140275;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20181101;597,38
140276;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20181201;471,62
140277;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190101;31,44
140278;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190201;1006,12
140279;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190301;251,53
140280;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190401;1124,61
140281;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190501;3514,39
140282;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190601;1792,34
140283;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190701;1370,62
140284;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190801;2073,49
140285;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190901;1194,89
140286;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20191001;2073,49
140287;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20191101;667,73
140288;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20191201;527,16
140289;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200101;35,15
140290;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200201;1124,61
140291;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200301;281,15
140292;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200401;1744,89
140293;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200501;4210,5
140294;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200601;303,46
140295;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200701;1744,89
140296;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200801;4210,5
140297;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200901;303,46
140298;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20201001;1744,89
140299;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20201101;4210,5
140300;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20201201;303,46
140301;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20210101;1744,89
140302;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20180401;16813,65
140303;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20180501;21670,92
140304;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20180701;25780,93
140305;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20180801;4670,46
140306;FPA1/020;EXP;USCU_S11;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20180901;10461,83
