maintenance_id,elevator_id,maintenance_date,maintenance_type,issue_category,issue_description,technician_id,maintenance_status,downtime_hours,repair_cost,parts_cost,total_cost
MNT0008822,ELV00282,2025-09-22,Corrective,Electrical Power Fault,Electrical Power Fault detected via IoT alarm (E505); technician dispatched for corrective action.,TCH057,In Progress,1.9,259.89,102.31,362.2
MNT0022416,ELV00362,2026-03-24,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH085,Completed,1.8,61.84,1196.55,1258.39
MNT0018628,ELV00108,2025-01-20,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH079,Completed,2.2,58.21,0.0,58.21
MNT0027602,ELV00232,2025-09-27,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH091,Completed,1.9,76.88,0.0,76.88
MNT0020230,ELV00195,2026-06-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH087,Completed,1.5,75.05,584.76,659.81
MNT0024861,ELV00054,2026-01-19,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH002,Completed,1.6,70.78,938.55,1009.33
MNT0017084,ELV00304,2025-11-13,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH027,Completed,2.5,82.13,1637.17,1719.3
MNT0020428,ELV00358,2025-10-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH042,Completed,2.1,53.02,610.42,663.44
MNT0023043,ELV00222,2025-03-28,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH046,Completed,2.4,95.46,1550.28,1645.74
MNT0027427,ELV00100,2025-01-15,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH050,Completed,2.0,58.78,848.33,907.11
MNT0020225,ELV00143,2025-03-17,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH027,Scheduled,2.0,115.33,558.11,673.44
MNT0023273,ELV00196,2026-03-14,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH013,Completed,1.5,80.93,242.31,323.24
MNT0012397,ELV00019,2025-02-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH084,Completed,2.3,88.74,0.0,88.74
MNT0007249,ELV00309,2026-02-20,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH018,Completed,0.7,198.54,1500.12,1698.66
MNT0004274,ELV00011,2025-05-22,Corrective,Electrical Power Fault,Electrical Power Fault detected via IoT alarm (E505); technician dispatched for corrective action.,TCH028,Completed,0.9,152.91,0.0,152.91
MNT0012995,ELV00308,2026-03-09,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH052,Completed,1.7,85.27,485.79,571.06
MNT0002041,ELV00207,2026-04-02,Corrective,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for corrective action.,TCH100,Completed,0.8,327.42,334.37,661.79
MNT0018204,ELV00121,2026-03-03,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH098,Completed,1.5,101.24,1439.85,1541.09
MNT0017264,ELV00388,2026-06-03,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH057,Completed,1.6,75.49,1201.32,1276.81
MNT0005485,ELV00086,2026-06-01,Corrective,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for corrective action.,TCH002,Completed,0.5,367.08,613.84,980.92
MNT0028325,ELV00128,2025-06-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH098,Completed,0.9,62.86,295.05,357.91
MNT0005449,ELV00415,2025-04-17,Emergency,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for emergency action.,TCH098,Completed,0.8,1155.55,717.49,1873.04
MNT0005799,ELV00019,2025-01-07,Corrective,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for corrective action.,TCH049,In Progress,1.7,168.03,1226.46,1394.49
MNT0004145,ELV00355,2025-10-14,Corrective,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for corrective action.,TCH034,Completed,1.5,157.94,0.0,157.94
MNT0025537,ELV00496,2026-02-20,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH062,Completed,1.1,181.98,107.55,289.53
MNT0006225,ELV00010,2025-08-08,Emergency,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for emergency action.,TCH024,Completed,0.8,340.8,806.06,1146.86
MNT0017532,ELV00352,2025-12-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH056,Completed,1.6,92.77,3368.28,3461.05
MNT0028917,ELV00086,2026-05-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH005,Completed,0.5,66.3,0.0,66.3
MNT0014362,ELV00312,2025-07-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH001,Completed,1.7,60.41,2820.0,2880.41
MNT0014270,ELV00115,2026-01-24,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH076,Completed,2.5,101.37,306.95,408.32
MNT0011013,ELV00112,2026-04-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH092,Completed,2.6,77.11,1190.52,1267.63
MNT0014432,ELV00048,2025-12-20,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH031,Completed,1.9,88.45,937.77,1026.22
MNT0016397,ELV00331,2025-11-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH050,Completed,2.1,92.13,703.05,795.18
MNT0020570,ELV00017,2025-12-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH084,Completed,2.1,68.4,269.73,338.13
MNT0027279,ELV00190,2025-12-01,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH023,Completed,1.5,95.6,1022.55,1118.15
MNT0011666,ELV00111,2025-02-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH015,Scheduled,1.3,124.39,355.07,479.46
MNT0018086,ELV00320,2025-09-13,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH081,Completed,1.2,148.22,1596.27,1744.49
MNT0024976,ELV00304,2026-03-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH077,Completed,2.2,56.71,661.74,718.45
MNT0007056,ELV00456,2025-02-25,Corrective,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for corrective action.,TCH051,Completed,5.5,609.7,43.94,653.64
MNT0023416,ELV00256,2025-08-24,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH094,Completed,1.8,95.44,606.71,702.15
MNT0006883,ELV00381,2026-05-19,Corrective,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for corrective action.,TCH084,Completed,0.7,108.72,452.76,561.48
MNT0010220,ELV00322,2025-08-14,Corrective,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for corrective action.,TCH076,Completed,2.3,249.96,220.04,470.0
MNT0019857,ELV00390,2026-06-29,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH087,Completed,0.7,50.0,1499.07,1549.07
MNT0019681,ELV00160,2026-01-03,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH089,Completed,1.6,58.35,0.0,58.35
MNT0007404,ELV00376,2025-09-20,Emergency,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for emergency action.,TCH039,Completed,3.1,419.99,49.35,469.34
MNT0001527,ELV00493,2026-06-17,Corrective,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for corrective action.,TCH008,Completed,0.6,180.09,0.0,180.09
MNT0004897,ELV00435,2026-04-03,Emergency,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for emergency action.,TCH007,Completed,3.8,365.32,1159.43,1524.75
MNT0003062,ELV00122,2026-06-20,Emergency,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for emergency action.,TCH068,Completed,0.8,684.29,596.77,1281.06
MNT0022568,ELV00411,2025-01-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH058,Completed,1.9,95.77,168.44,264.21
MNT0002588,ELV00091,2025-05-07,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH087,Completed,3.0,1018.51,342.64,1361.15
MNT0008743,ELV00144,2026-02-01,Emergency,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for emergency action.,TCH030,In Progress,6.0,739.51,616.57,1356.08
MNT0022113,ELV00204,2025-10-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH056,Completed,2.2,70.6,62.29,132.89
MNT0010536,ELV00247,2025-11-17,Emergency,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for emergency action.,TCH058,Completed,4.3,1091.25,109.94,1201.19
MNT0029152,ELV00160,2025-02-12,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH063,Completed,1.8,74.65,1247.56,1322.21
MNT0024410,ELV00212,2025-07-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH057,Completed,1.0,55.58,0.0,55.58
MNT0004152,ELV00301,2025-02-15,Corrective,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for corrective action.,TCH098,Completed,0.5,162.19,792.44,954.63
MNT0027836,ELV00363,2025-08-08,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH027,Completed,0.5,50.0,725.76,775.76
MNT0021044,ELV00220,2025-04-14,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH026,Completed,2.0,50.0,0.0,50.0
MNT0026051,ELV00362,2026-02-09,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH075,Completed,1.7,68.34,94.06,162.4
MNT0021356,ELV00494,2025-06-11,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH051,Completed,1.9,50.0,1566.31,1616.31
MNT0014921,ELV00188,2026-02-06,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH051,Completed,1.7,99.63,2715.15,2814.78
MNT0007495,ELV00331,2026-05-15,Corrective,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for corrective action.,TCH050,Completed,1.6,434.4,2305.24,2739.64
MNT0007354,ELV00235,2025-05-01,Emergency,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for emergency action.,TCH050,In Progress,1.8,792.83,655.53,1448.36
MNT0029606,ELV00017,2025-04-12,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH073,Scheduled,0.8,71.22,396.43,467.65
MNT0006205,ELV00490,2026-02-27,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH016,Completed,0.9,183.21,33.0,216.21
MNT0016227,ELV00306,2026-03-17,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH086,Scheduled,0.8,86.81,59.58,146.39
MNT0028816,ELV00145,2025-10-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH039,Completed,0.5,115.93,192.13,308.06
MNT0022651,ELV00372,2026-05-06,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH018,Completed,1.2,72.18,3577.87,3650.05
MNT0001570,ELV00081,2025-05-25,Corrective,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for corrective action.,TCH039,Completed,0.6,614.0,0.0,614.0
MNT0015052,ELV00275,2025-02-12,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH075,Completed,1.0,76.89,1294.27,1371.16
MNT0005443,ELV00292,2025-12-19,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH054,Completed,3.6,941.25,92.31,1033.56
MNT0029924,ELV00364,2025-04-01,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH080,Completed,1.2,93.2,667.87,761.07
MNT0027515,ELV00198,2025-04-22,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,1.1,50.0,1403.06,1453.06
MNT0005277,ELV00301,2025-01-26,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH008,Completed,4.0,441.57,322.18,763.75
MNT0003552,ELV00131,2026-02-05,Corrective,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for corrective action.,TCH008,Completed,1.5,234.56,1395.15,1629.71
MNT0006528,ELV00322,2025-02-04,Emergency,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for emergency action.,TCH088,Completed,2.8,598.38,438.88,1037.26
MNT0024562,ELV00419,2025-02-07,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH094,Completed,2.6,85.2,1746.49,1831.69
MNT0026948,ELV00096,2025-09-20,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH086,Completed,1.0,74.76,317.52,392.28
MNT0003368,ELV00222,2026-06-26,Corrective,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for corrective action.,TCH081,Completed,2.3,394.92,4051.27,4446.19
MNT0002829,ELV00479,2026-02-27,Emergency,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for emergency action.,TCH025,Completed,1.5,885.17,659.83,1545.0
MNT0003357,ELV00259,2026-04-12,Corrective,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for corrective action.,TCH027,Completed,1.7,499.64,84.67,584.31
